Income,Recency,NumWebVisitsMonth,Complain,Age,Total_spend,Total_purchase,Total_children,accepted_camp,Total_adults,Family_size,Customer_Since_Years,Education_encode
907,45684.0,37,7,0,52,28,4,1,0,1,2,10,2
908,47889.0,94,5,0,49,67,6,1,0,2,3,9,2
909,45921.0,23,4,0,37,199,10,0,0,2,2,9,4
910,78420.0,75,1,0,57,1453,22,0,0,1,1,10,4
911,75114.0,40,2,0,31,1253,19,0,0,2,2,10,2
912,52278.0,24,8,0,60,1198,31,1,1,1,2,10,4
913,35641.0,11,7,0,51,178,10,1,1,2,3,10,3
914,95529.0,29,3,0,29,1990,18,0,2,1,1,11,2
915,62820.0,51,1,0,69,976,14,0,0,2,2,10,2
916,73113.0,86,2,0,63,1001,15,0,0,2,2,10,3
917,84169.0,9,3,0,41,1919,20,0,3,2,2,10,4
918,42607.0,30,3,0,69,350,14,1,0,1,2,10,3
919,74637.0,73,3,0,69,1650,25,0,1,1,1,10,4
920,46015.0,25,7,0,68,46,5,2,2,2,4,9,4
921,72354.0,67,1,0,30,1228,19,0,0,1,1,10,2
922,39858.0,67,6,0,54,95,7,1,1,1,2,10,3
923,34469.0,58,4,0,75,62,9,2,0,2,4,9,4
924,83033.0,82,5,0,37,1761,26,1,1,2,3,9,2
925,24401.0,98,8,0,44,467,16,0,0,2,2,11,3
926,77583.0,93,2,0,45,1149,19,0,1,2,2,9,2
927,74116.0,53,2,0,41,2052,19,0,1,1,1,10,3
928,74293.0,66,2,0,30,1127,16,0,0,1,1,9,2
929,68397.0,6,3,0,47,1416,21,1,0,2,3,10,4
930,79632.0,42,2,0,49,1113,20,0,0,2,2,9,4
931,46107.0,78,3,0,34,125,7,1,0,1,2,9,2
932,64950.0,29,7,0,72,966,25,1,1,1,2,11,4
933,25443.0,82,8,0,34,32,5,1,0,2,3,11,1
934,75127.0,92,1,0,71,833,19,0,0,1,1,9,2
935,32892.0,78,8,0,52,46,8,1,0,2,3,9,4
936,71796.0,54,4,0,52,960,17,0,0,2,2,10,2
937,67536.0,45,8,0,53,1829,30,1,1,2,3,10,4
938,55239.0,59,5,0,52,779,26,1,0,1,2,10,2
939,60554.0,8,6,0,48,811,23,1,0,1,2,10,4
940,64831.0,51,6,0,71,1120,22,2,0,1,3,10,3
941,56067.0,51,5,0,61,725,20,1,0,2,3,10,4
942,82025.0,76,1,0,40,1187,12,0,2,1,1,10,2
943,94384.0,62,2,0,70,2302,18,0,4,2,2,10,2
944,14906.0,86,7,0,37,66,9,0,0,1,1,11,1
945,51563.0,60,8,0,36,1250,19,0,2,2,2,11,4
946,57937.0,56,3,0,41,683,20,1,0,2,3,9,3
947,68274.0,83,3,0,44,305,13,2,0,1,3,10,2
948,39771.0,92,4,0,46,50,6,1,0,2,3,10,2
949,67893.0,31,8,0,48,995,16,1,0,1,2,11,3
950,27922.0,80,4,0,44,41,6,1,0,2,3,9,4
951,52190.0,39,5,0,47,77,9,2,1,2,4,9,4
952,44051.0,20,6,0,50,171,12,2,1,1,3,10,3
953,42767.0,53,8,0,52,131,7,2,0,1,3,10,4
954,46106.0,84,6,0,47,54,5,2,0,2,4,9,3
955,16927.0,50,8,0,47,53,12,2,0,2,4,10,4
956,59754.0,96,5,0,58,475,16,1,1,2,3,11,2
957,53700.0,94,5,0,71,694,22,1,0,1,2,11,2
958,59041.0,25,5,0,50,96,8,2,0,2,4,9,2
959,54237.0,48,6,0,66,361,16,1,0,1,2,10,4
960,70647.0,65,2,0,56,1079,26,1,0,1,2,11,2
961,52597.0,69,5,0,61,578,20,1,0,1,2,9,4
962,41021.0,12,6,0,54,64,7,1,1,2,3,11,3
963,40233.0,84,6,0,48,149,13,1,0,2,3,10,4
964,50183.0,47,5,0,43,231,17,2,0,2,4,9,2
965,54753.0,87,4,0,64,728,21,1,0,2,3,10,2
966,92955.0,35,2,0,50,1778,23,0,3,2,2,10,2
967,33471.0,47,7,0,50,93,10,1,0,2,3,11,2
968,34596.0,48,8,0,49,23,4,1,1,2,3,10,4
969,44010.0,46,9,0,43,662,24,1,0,2,3,11,2
970,84219.0,27,1,0,35,1198,18,0,0,2,2,9,2
971,40706.0,37,7,0,55,81,11,3,0,2,5,10,4
972,15716.0,8,8,1,35,92,10,1,0,2,3,11,3
973,59052.0,29,5,0,64,491,18,1,0,1,2,10,3
974,80573.0,85,2,0,52,1564,24,0,0,2,2,11,3
975,83715.0,2,0,0,61,926,24,0,0,2,2,9,2
976,82576.0,66,1,0,64,1910,19,0,1,2,2,11,3
977,56962.0,60,7,0,58,411,21,3,0,2,5,10,3
978,35704.0,54,4,0,71,94,9,2,0,2,4,9,2
979,53103.0,70,7,0,69,1085,28,1,1,2,3,10,2
980,46779.0,55,4,0,63,23,4,2,0,1,3,10,3
981,4861.0,20,14,0,58,6,0,0,0,1,1,9,2
982,33462.0,78,7,0,44,54,6,1,0,1,2,10,3
983,63693.0,63,6,0,45,1150,29,1,0,1,2,10,2
984,80763.0,17,3,0,73,1415,23,0,3,2,2,10,2
985,65352.0,43,4,0,49,405,16,1,0,2,3,10,4
986,82170.0,13,2,0,45,1908,19,0,0,2,2,10,4
987,75759.0,46,5,0,54,2486,26,0,4,2,2,10,2
988,79689.0,65,2,0,47,1315,27,0,0,1,1,10,3
989,35340.0,1,5,0,67,45,7,2,0,1,3,9,4
990,85683.0,6,1,0,69,1789,17,0,5,1,1,9,2
991,24884.0,32,7,0,51,19,4,1,0,2,3,11,3
992,42021.0,34,9,0,42,573,22,1,1,2,3,11,3
993,64449.0,70,4,0,34,805,24,1,0,1,2,9,2
994,64587.0,49,3,0,69,108,8,2,0,1,3,9,2
995,34824.0,65,6,0,28,23,4,0,0,1,1,9,2
996,75437.0,25,6,0,45,1493,23,0,1,2,2,10,2
997,26091.0,84,5,0,66,89,9,2,0,2,4,9,2
998,52845.0,7,6,0,50,936,25,1,1,2,3,10,2
999,46086.0,34,4,0,67,343,16,1,0,1,2,10,2
1000,78028.0,38,7,0,67,528,20,1,3,1,2,11,4
1001,95169.0,1,1,0,36,1901,12,0,3,1,1,10,4
1002,56337.0,25,8,0,42,724,22,2,3,2,4,10,3
1003,22434.0,25,8,0,36,58,7,1,0,2,3,10,2
1004,36930.0,50,8,0,69,297,16,1,0,2,3,10,4
1005,36130.0,46,4,0,69,488,21,1,2,1,2,10,2
1006,65569.0,96,3,0,70,859,23,1,0,2,3,11,3
1007,83844.0,57,1,0,71,1574,20,0,1,2,2,10,2
1008,19514.0,47,8,0,55,69,10,2,1,2,4,9,2
1009,36736.0,52,6,0,60,17,4,2,0,1,3,10,4
1010,77568.0,30,5,0,44,2194,21,1,3,2,3,11,2
1011,49187.0,63,2,0,47,116,8,1,0,2,3,9,4
1012,30168.0,51,9,0,45,279,18,1,0,1,2,10,2
1013,34053.0,14,8,0,55,103,7,1,0,2,3,11,3
1014,38196.0,20,5,0,52,44,9,2,0,2,4,9,3
1015,59412.0,56,3,0,72,406,15,0,0,2,2,9,3
1016,70924.0,41,3,0,58,1363,20,0,1,2,2,9,3
1017,54165.0,72,2,0,54,236,11,0,0,2,2,10,2
1018,32300.0,1,8,0,50,39,5,1,0,2,3,10,2
1019,20180.0,27,7,0,47,137,8,0,0,1,1,10,2
1020,34961.0,77,7,0,50,79,10,1,0,2,3,9,2
1021,28440.0,87,8,0,49,63,6,1,0,2,3,10,4
1022,64504.0,81,7,0,70,1314,25,3,1,2,5,10,4
1023,33564.0,51,5,0,57,71,6,1,0,2,3,9,3
1024,17345.0,79,8,0,45,58,7,1,0,2,3,11,2
1025,56320.0,11,4,0,56,702,21,1,0,2,3,10,4
1026,28647.0,54,7,0,45,94,7,1,2,1,2,10,2
1027,15038.0,93,9,0,36,80,7,1,0,1,2,10,1
1028,32173.0,0,4,0,65,22,5,1,0,1,2,10,4
1029,68316.0,54,6,0,59,1211,32,1,0,2,3,11,3
1030,74538.0,21,3,0,52,1461,22,0,2,2,2,10,2
1031,91700.0,58,3,0,52,1968,20,0,1,1,1,10,2
1032,68695.0,3,2,0,54,1091,16,0,0,2,2,9,2
1033,31056.0,99,8,0,46,55,5,1,0,2,3,10,3
1034,79593.0,70,2,0,50,1366,19,0,1,2,2,9,2
1035,28071.0,65,8,0,43,313,13,0,0,1,1,11,2
1036,37334.0,44,4,0,65,62,11,2,0,2,4,9,4
1037,46423.0,6,7,0,51,92,9,2,0,1,3,10,3
1038,37126.0,9,6,0,52,72,6,1,2,2,3,9,4
1039,47703.0,95,5,0,70,655,21,1,0,2,3,10,2
1040,61180.0,70,3,0,64,704,18,1,1,2,3,9,2
1041,38998.0,92,8,1,69,54,8,2,0,2,4,11,2
1042,8028.0,62,19,0,32,178,16,0,0,1,1,11,2
1043,76081.0,85,2,0,61,1033,14,0,1,2,2,9,2
1044,34728.0,2,6,0,37,36,5,1,1,2,3,10,2
1045,33168.0,0,7,0,58,122,10,1,0,1,2,11,3
1046,33585.0,91,4,0,57,122,7,1,0,2,3,10,3
1047,77037.0,3,3,0,63,1123,27,1,0,2,3,10,4
1048,35196.0,68,8,0,39,497,18,1,1,2,3,11,2
1049,44529.0,98,5,0,57,691,25,1,1,2,3,10,2
1050,70924.0,41,3,0,58,1363,20,0,1,2,2,9,3
1051,28764.0,16,8,0,57,12,4,2,1,2,4,9,4
1052,69098.0,82,5,0,74,2440,25,0,0,2,2,10,4
1053,25959.0,1,6,0,53,56,7,2,1,1,3,10,3
1054,27100.0,64,7,0,40,37,5,1,0,2,3,10,3
1055,70596.0,68,2,0,38,968,21,0,0,1,1,11,2
1056,42557.0,98,8,0,49,270,15,1,0,2,3,11,2
1057,53312.0,32,7,0,72,278,12,0,0,2,2,10,4
1058,72228.0,87,3,0,71,1250,22,0,0,1,1,11,2
1059,67605.0,84,1,0,36,938,17,0,0,2,2,10,2
1060,62845.0,3,8,0,74,1178,28,2,1,2,4,11,3
1061,65196.0,34,5,0,65,1155,26,2,1,2,4,10,2
1062,42000.0,23,5,0,36,653,20,0,1,1,1,10,4
1063,35860.0,37,5,0,50,49,6,2,1,1,3,9,4
1064,65526.0,22,2,0,59,506,17,1,0,2,3,9,4
1065,16860.0,19,7,0,62,38,8,2,0,2,4,11,2
1066,83528.0,7,1,0,31,1650,23,0,3,1,1,9,2
1067,64176.0,52,6,0,58,1826,33,1,0,1,2,11,3
1068,22304.0,91,8,0,67,18,4,0,0,1,1,11,2
1069,67023.0,93,2,1,45,906,24,0,0,2,2,9,2
1070,32892.0,78,8,0,52,46,8,1,0,2,3,9,4
1071,70713.0,23,3,0,57,1477,25,1,0,2,3,11,2
1072,59925.0,83,6,0,68,766,23,1,0,2,3,11,2
1073,39722.0,92,5,0,70,47,7,1,0,2,3,9,2
1074,46610.0,4,6,0,65,467,14,0,0,2,2,10,2
1075,88347.0,32,1,0,62,2116,21,0,1,2,2,10,2
1076,87171.0,27,2,0,42,1298,25,0,2,2,2,10,4
1077,26907.0,10,7,0,47,22,6,2,0,2,4,10,3
1078,50014.0,9,5,0,55,396,15,1,0,1,2,9,3
1079,41014.0,65,7,0,45,20,4,1,0,2,3,10,4
1080,66294.0,68,2,0,58,967,13,0,0,1,1,9,2
1081,36715.0,16,9,0,52,357,19,1,1,2,3,11,2
1082,79456.0,12,3,0,67,1401,16,0,1,2,2,11,2
1083,40479.0,95,4,0,41,15,4,1,0,2,3,10,2
1084,75345.0,16,3,0,53,2087,20,0,2,1,1,10,3
1085,54233.0,46,8,0,46,981,26,1,0,2,3,10,2
1086,24163.0,3,4,0,53,17,6,2,0,1,3,10,2
1087,84460.0,80,5,0,65,523,22,0,5,2,2,10,4
1088,43776.0,77,6,0,40,23,4,1,0,2,3,9,2
1089,71691.0,0,2,0,65,1192,17,0,1,1,1,9,4
1090,85844.0,62,2,0,50,1958,20,0,1,2,2,9,4
1091,39190.0,91,5,0,49,133,9,1,0,1,2,9,4
1092,71367.0,24,2,0,64,777,17,0,0,2,2,10,2
1093,38578.0,2,8,0,51,73,9,2,0,1,3,10,4
1094,57236.0,22,3,0,58,121,10,2,0,2,4,9,4
1095,61825.0,56,4,0,44,424,15,1,0,1,2,10,2
1096,79803.0,54,1,0,65,868,13,1,0,1,2,9,2
1097,80910.0,71,1,0,37,756,15,0,0,1,1,11,3
1098,27590.0,38,7,0,41,12,4,1,0,2,3,10,3
1099,56775.0,62,5,0,44,937,25,1,0,2,3,10,2
1100,83829.0,78,1,0,48,1862,17,0,4,1,1,10,2
1101,54210.0,18,5,0,44,367,14,1,0,2,3,10,3
1102,38508.0,95,8,0,37,443,20,1,0,2,3,10,2
1103,53187.0,66,5,0,53,267,13,1,0,2,3,10,2
1104,30023.0,28,8,0,51,61,6,1,0,2,3,9,2
1105,76045.0,78,2,0,63,1323,21,0,1,1,1,10,4
1106,50870.0,13,5,0,71,63,6,1,0,2,3,9,4
1107,15315.0,27,5,0,53,64,8,0,0,2,2,10,3
1108,65463.0,17,5,0,49,562,19,1,1,2,3,9,3
1109,66480.0,71,4,0,58,312,19,2,0,2,4,9,2
1110,76773.0,79,1,0,69,1156,16,0,0,1,1,10,2
1111,81698.0,1,5,0,40,1104,16,0,2,1,1,10,3
1112,54466.0,78,5,0,50,16,4,2,0,1,3,9,4
1113,98777.0,23,1,0,63,2008,19,0,1,1,1,9,3
1114,16269.0,75,8,0,39,44,9,1,0,1,2,10,4
1115,71819.0,70,6,0,52,1574,14,1,2,2,3,10,2
1116,33569.0,10,8,0,40,63,5,1,2,2,3,10,4
1117,36262.0,24,6,0,40,426,12,0,2,2,2,10,3
1118,22634.0,47,8,0,57,96,6,0,0,2,2,10,1
1119,47025.0,98,9,0,45,635,23,1,0,2,3,10,3
1120,70566.0,4,3,0,55,757,22,1,0,1,2,10,2
1121,31605.0,15,7,0,44,125,9,1,0,2,3,11,4
1122,52034.0,67,7,0,50,332,16,2,0,1,3,10,3
1123,48526.0,32,3,0,44,135,8,1,0,1,2,10,2
1124,46734.0,40,7,0,69,330,14,1,0,2,3,11,2
1125,39552.0,54,8,0,61,384,20,2,1,1,3,11,2
1126,86358.0,78,8,0,57,1722,18,2,0,1,3,11,2
1127,46931.0,94,3,0,46,78,7,3,0,2,5,9,2
1128,16581.0,51,4,0,38,24,4,0,0,1,1,10,1
1129,63998.0,42,4,0,71,1168,25,0,1,1,1,10,3
1130,67381.0,67,7,0,72,957,17,1,1,2,3,10,3
1131,25930.0,87,7,0,56,15,4,2,0,1,3,10,2
1132,42693.0,29,5,0,45,57,5,1,0,2,3,9,2
1133,85606.0,89,3,0,47,1956,24,1,1,2,3,11,2
1134,72903.0,74,4,0,38,2013,21,0,4,1,1,10,2
1135,49669.0,97,6,0,49,326,14,1,0,2,3,9,3
1136,36778.0,63,9,0,55,77,9,2,0,2,4,11,4
1137,85696.0,88,1,0,61,1313,20,0,1,1,1,10,4
1138,10979.0,34,5,0,34,30,8,0,0,1,1,9,3
1139,49678.0,81,7,0,62,315,14,1,0,2,3,10,2
1140,56129.0,65,4,0,70,660,22,1,0,2,3,10,3
1141,37155.0,51,5,0,34,74,7,1,0,2,3,10,2
1142,21282.0,76,6,0,45,46,7,1,0,1,2,9,3
1143,33419.0,76,7,0,61,86,8,1,0,1,2,10,4
1144,63285.0,84,3,0,78,1103,25,0,0,1,1,10,2
1145,21255.0,56,4,0,49,61,11,1,0,2,3,9,3
1146,42162.0,31,6,0,42,145,9,1,2,2,3,10,2
1147,54450.0,0,8,0,67,684,31,2,0,2,4,11,2
1148,57744.0,91,8,0,69,411,16,1,0,2,3,10,4
1149,26576.0,40,9,0,37,27,4,1,2,1,2,11,2
1150,57513.0,59,6,0,80,1060,27,0,0,1,1,10,4
1151,68142.0,96,6,0,59,1459,24,1,0,2,3,11,2
1152,7500.0,61,8,0,44,18,4,1,0,2,3,11,2
1153,83145.0,14,2,0,49,1833,26,0,2,2,2,11,2
1154,54197.0,16,1,0,63,237,12,1,0,2,3,9,3
1155,23091.0,98,7,0,60,48,10,2,0,1,3,9,4
1156,46049.0,11,7,0,47,515,26,2,1,2,4,10,2
1157,56715.0,52,4,0,49,1020,15,0,0,2,2,11,2
1158,79410.0,19,1,0,62,1370,11,0,0,2,2,9,2
1159,57304.0,61,5,0,72,1026,25,1,0,2,3,10,2
1160,44375.0,73,5,0,58,301,12,1,0,2,3,9,2
1161,54450.0,0,8,0,67,684,31,2,0,2,4,11,2
1162,59594.0,74,7,0,58,499,17,1,1,2,3,11,2
1163,80685.0,55,2,0,29,1004,21,0,0,2,2,11,2
1164,40344.0,48,7,0,49,218,12,1,0,2,3,10,4
1165,62710.0,53,4,0,51,606,22,1,0,2,3,10,2
1166,48985.0,13,3,0,55,75,6,1,0,2,3,10,3
1167,35322.0,34,8,0,55,106,9,3,0,2,5,11,2
1168,77142.0,54,2,0,75,990,17,0,0,2,2,10,2
1169,81657.0,69,1,0,54,1097,16,0,0,1,1,9,2
1170,14421.0,81,5,0,27,16,4,0,1,2,2,9,1
1171,20130.0,99,8,0,49,34,5,0,0,2,2,9,3
1172,74214.0,3,5,0,33,1711,16,0,0,2,2,11,4
1173,66726.0,61,7,0,66,438,17,2,1,2,4,9,3
1174,23724.0,65,8,0,44,75,7,1,0,2,3,10,1
1175,47353.0,93,5,0,63,225,13,1,0,2,3,10,3
1176,33444.0,24,8,0,71,18,4,2,0,2,4,11,3
1177,54386.0,8,3,0,42,470,17,1,0,2,3,10,2
1178,28510.0,72,5,0,42,91,9,2,0,1,3,10,2
1179,90638.0,29,1,0,32,2525,18,0,1,1,1,9,3
1180,48070.0,33,7,1,73,504,19,1,0,2,3,10,2
1181,43140.0,68,6,0,66,235,11,1,0,2,3,10,2
1182,54959.0,55,7,0,62,1232,21,1,2,1,2,10,4
1183,15056.0,76,5,0,65,88,12,2,0,1,3,10,1
1184,26954.0,17,7,0,52,17,4,1,0,1,2,9,2
1185,22327.0,94,5,0,38,24,5,1,0,1,2,10,2
1186,44393.0,86,4,0,58,60,7,2,0,2,4,10,2
1187,62000.0,25,4,0,71,1020,26,1,1,1,2,10,4
1188,31497.0,22,8,0,61,155,10,1,0,2,3,11,4
1189,45894.0,15,5,0,49,51,5,2,0,2,4,9,3
1190,78579.0,35,3,0,53,1812,16,0,1,1,1,11,3
1191,67369.0,81,4,0,54,1461,25,1,3,1,2,11,3
1192,58401.0,55,4,0,63,96,6,1,0,1,2,9,2
1193,62307.0,94,5,0,71,160,9,1,0,1,2,9,2
1194,43641.0,50,6,0,54,139,10,2,0,2,4,10,3
1195,63841.0,64,6,0,55,908,22,1,0,1,2,10,3
1196,46891.0,91,4,0,58,183,8,1,0,2,3,10,3
1197,70091.0,11,8,0,54,1161,19,1,1,2,3,10,3
1198,78075.0,72,1,0,51,988,14,0,0,2,2,9,4
1199,59184.0,6,5,0,62,1072,27,1,0,1,2,11,3
1200,54809.0,0,4,0,46,174,12,2,0,2,4,10,2
1201,58113.0,66,7,1,64,758,22,1,0,2,3,10,2
1202,51412.0,42,4,0,65,195,11,1,0,2,3,10,3
1203,15287.0,60,7,0,44,31,6,1,2,1,2,11,2
1204,66636.0,64,1,0,66,1084,17,0,0,2,2,10,3
1205,50965.0,87,8,0,67,685,22,1,1,2,3,10,3
1206,84618.0,96,2,0,58,1672,26,0,1,2,2,10,4
1207,18351.0,1,7,0,33,43,6,0,0,2,2,10,2
1208,40451.0,54,5,0,66,49,5,2,1,2,4,9,4
1209,36317.0,53,7,0,58,133,9,1,0,2,3,10,2
1210,42213.0,96,7,0,66,363,15,1,1,2,3,10,2
1211,65748.0,58,1,1,68,545,18,1,0,2,3,10,2
1212,77044.0,12,4,0,51,1065,31,1,1,2,3,10,2
1213,74918.0,78,3,0,54,2047,21,0,1,2,2,10,2
1214,56721.0,64,6,0,51,296,15,2,0,2,4,11,2
1215,42160.0,26,6,0,48,140,11,2,1,1,3,10,2
1216,61559.0,8,3,0,58,530,17,1,0,1,2,10,2
1217,33629.0,49,9,0,60,152,13,2,0,2,4,11,4
1218,68682.0,56,2,0,32,1598,24,0,0,2,2,10,4
1219,34377.0,55,7,0,60,114,8,1,0,1,2,10,2
1220,8940.0,25,8,0,37,101,10,1,0,1,2,11,1
1221,26228.0,50,8,0,50,25,4,1,0,2,3,10,2
1222,77297.0,84,4,0,66,789,22,0,1,1,1,10,3
1223,40211.0,30,8,0,42,87,7,2,1,2,4,10,2
1224,33438.0,81,5,0,65,90,11,2,0,1,3,10,4
1225,75032.0,74,3,0,64,1215,20,1,0,2,3,10,4
1226,61284.0,76,6,0,68,811,22,0,1,1,1,10,4
1227,22518.0,36,5,0,37,61,7,1,2,2,3,11,2
1228,54730.0,64,4,0,48,405,18,1,0,2,3,10,3
1229,38452.0,62,7,0,68,72,9,2,0,2,4,9,3
1230,44421.0,53,8,0,52,189,14,2,0,1,3,10,2
1231,38197.0,86,5,0,37,40,5,1,0,2,3,10,4
1232,41986.0,15,4,0,45,63,10,1,0,1,2,9,2
1233,28427.0,67,8,0,40,52,7,1,0,2,3,10,2
1234,37395.0,47,6,0,47,39,5,1,0,2,3,9,4
1235,64722.0,47,6,0,52,805,25,1,0,2,3,9,2
1236,55249.0,81,3,0,67,130,8,1,0,2,3,9,3
1237,84906.0,98,2,0,51,1631,24,0,3,2,2,10,2
1238,28691.0,56,8,0,34,34,5,1,0,2,3,10,2
1239,44213.0,48,6,0,71,152,12,2,0,1,3,10,2
1240,25707.0,18,7,0,39,21,5,1,0,1,2,9,1
1241,59062.0,74,4,0,56,71,7,3,0,2,5,10,4
1242,76624.0,68,1,0,61,899,23,1,1,1,2,9,2
1243,66000.0,36,1,0,76,711,10,0,0,2,2,9,3
1244,27683.0,90,8,0,45,351,16,1,0,2,3,11,4
1245,1730.0,65,20,0,52,8,15,0,0,1,1,9,2
1246,7500.0,63,9,0,31,119,11,1,0,1,2,11,1
1247,40521.0,82,5,0,55,21,4,2,0,2,4,10,2
1248,20427.0,63,8,0,50,10,4,1,0,2,3,9,4
1249,65106.0,55,6,0,48,973,27,1,1,2,3,9,2
1250,69969.0,64,3,0,58,1536,13,0,3,2,2,10,4
1251,67433.0,51,4,0,71,992,28,2,1,2,4,10,2
1252,77766.0,97,6,0,56,1529,34,1,2,2,3,10,4
1253,74716.0,92,4,0,51,860,17,1,0,2,3,10,2
1254,68118.0,51,6,0,60,928,23,1,0,1,2,10,2
1255,55158.0,72,7,0,53,418,18,2,1,2,4,11,4
1256,62972.0,39,6,0,68,587,16,1,1,2,3,11,3
1257,74190.0,49,2,0,48,641,19,1,0,2,3,9,2
1258,39356.0,21,6,0,47,23,4,2,1,2,4,9,2
1259,76653.0,91,2,0,54,2279,23,0,2,2,2,10,2
1260,35860.0,37,5,0,50,49,6,2,1,1,3,9,4
1261,90687.0,98,2,0,40,1779,17,0,2,1,1,10,4
1262,73450.0,85,3,0,41,1804,27,0,2,2,2,10,3
1263,31454.0,40,8,0,63,48,8,2,0,2,4,10,2
1264,47139.0,2,7,0,71,83,7,2,1,1,3,9,2
1265,83829.0,78,1,0,48,1862,17,0,4,1,1,10,2
1266,53378.0,41,8,0,60,793,29,2,1,2,4,11,4
1267,19656.0,94,7,0,53,84,9,1,0,2,3,10,2
1268,45579.0,10,6,0,75,183,10,1,0,2,3,10,4
1269,85485.0,73,2,0,65,1383,19,0,0,1,1,9,3
1270,55956.0,22,4,0,79,999,16,0,1,2,2,9,2
1271,64191.0,30,3,0,60,825,24,1,0,1,2,10,3
1272,38808.0,21,8,0,51,246,14,1,2,1,2,11,2
1273,57183.0,51,8,0,57,610,25,2,0,2,4,10,3
1274,23748.0,97,8,0,55,76,9,1,0,1,2,11,3
1275,66303.0,56,8,0,52,1286,22,1,1,2,3,10,2
1276,37368.0,4,6,0,48,30,4,1,1,2,3,10,3
1277,40800.0,77,7,1,59,99,8,3,0,2,5,10,2
1278,71847.0,95,3,0,45,1192,22,0,1,1,1,11,2
1279,46149.0,36,5,0,48,362,18,1,0,2,3,10,2
1280,78687.0,13,2,0,40,2130,19,0,2,2,2,11,2
1281,49118.0,90,7,0,52,1229,28,0,3,1,1,11,3
1282,37633.0,49,9,0,66,38,6,2,0,2,4,11,4
1283,39767.0,18,8,0,72,485,17,0,0,2,2,10,3
1284,26997.0,89,7,0,72,434,13,0,0,2,2,11,1
1285,33986.0,43,7,0,53,44,5,1,0,1,2,10,2
1286,57091.0,82,7,0,51,496,18,1,2,2,3,11,4
1287,46831.0,84,4,0,54,78,7,2,0,2,4,10,3
1288,83151.0,80,2,0,51,2346,23,0,4,2,2,10,3
1289,52531.0,68,6,0,52,794,21,0,0,2,2,11,2
1290,15759.0,12,7,0,67,17,4,0,0,2,2,10,2
1291,22804.0,75,9,0,52,26,5,1,0,1,2,10,2
1292,43050.0,10,5,0,50,76,8,1,0,2,3,9,3
1293,42997.0,91,7,0,46,15,4,2,0,1,3,10,4
1294,48918.0,21,4,0,60,62,7,2,0,1,3,9,4
1295,60033.0,28,2,0,69,198,10,1,0,2,3,9,3
1296,34043.0,97,9,0,45,49,5,1,0,2,3,10,4
1297,57811.0,49,5,0,57,802,25,1,1,2,3,10,2
1298,78569.0,14,1,0,77,1736,15,0,2,2,2,9,2
1299,7500.0,5,6,0,45,57,10,2,0,1,3,11,2
1301,94384.0,62,2,0,70,2302,18,0,4,2,2,10,2
1302,23148.0,83,7,0,38,37,6,0,0,2,2,9,3
1303,44267.0,48,9,0,53,310,16,2,0,1,3,10,2
1304,71626.0,94,3,0,44,1305,19,0,1,2,2,11,2
1305,60894.0,61,7,0,57,832,26,1,0,2,3,10,2
1306,50200.0,70,8,0,47,401,19,2,0,2,4,10,2
1307,81051.0,43,2,0,58,1501,23,0,2,2,2,9,4
1308,65169.0,23,6,0,41,1189,28,0,5,2,2,9,2
1309,59868.0,37,6,0,51,1194,32,1,0,2,3,10,2
1310,65695.0,50,4,0,63,656,21,1,0,2,3,9,4
1311,64857.0,78,4,0,67,1540,23,0,0,1,1,11,3
1312,45143.0,74,7,0,58,311,15,1,0,2,3,10,3
1313,74805.0,14,2,0,68,820,26,1,0,2,3,10,3
1314,59060.0,77,4,0,34,274,14,1,0,2,3,9,3
1315,27238.0,39,9,0,61,57,9,2,0,1,3,10,4
1316,47009.0,89,4,0,58,448,17,1,0,2,3,10,2
1317,46094.0,62,7,0,50,44,5,2,0,2,4,9,3
1318,40321.0,59,7,0,51,102,8,2,0,2,4,10,2
1319,37235.0,68,4,0,39,61,5,1,0,2,3,9,2
1320,81843.0,13,3,0,63,1643,27,0,0,2,2,10,3
1321,46692.0,37,6,0,65,397,15,1,0,2,3,10,3
1322,77382.0,36,1,0,55,1121,26,1,1,2,3,9,2
1323,37774.0,28,9,1,46,473,16,2,2,1,3,11,2
1324,18393.0,2,8,0,49,50,8,1,0,2,3,9,1
1325,72828.0,17,7,0,61,1678,28,1,0,2,3,10,3
1326,24711.0,86,7,0,41,58,7,0,0,2,2,9,2
1327,45503.0,54,5,0,48,170,9,1,0,2,3,10,4
1328,6560.0,2,17,0,41,373,2,0,0,1,1,10,3
1329,71604.0,3,4,0,78,1196,17,0,2,2,2,10,4
1330,27244.0,84,7,0,44,101,8,1,0,2,3,9,2
1331,48752.0,8,9,0,54,316,17,2,1,2,4,11,2
1332,71434.0,4,4,0,61,1400,21,1,2,2,3,10,2
1333,90842.0,57,1,0,75,1424,27,0,0,1,1,10,2
1334,88097.0,24,9,0,45,844,20,1,4,2,3,11,3
1335,51948.0,51,5,0,48,311,13,1,0,2,3,10,2
1336,71853.0,29,1,0,41,1149,17,0,0,2,2,10,2
1337,35876.0,13,6,0,40,129,8,0,0,2,2,9,3
1338,40049.0,23,6,0,71,32,5,1,0,1,2,10,2
1339,39660.0,36,9,0,41,299,14,1,1,1,2,11,2
1340,50127.0,88,6,0,61,320,13,1,1,2,3,9,2
1341,43263.0,2,5,0,46,441,16,1,0,2,3,11,3
