ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_spend,Total_purchase,Total_children,accepted_camp,Total_adults,Family_size,Customer_Since_Years,Education_encode,Cluster,Age_bins
1020,5287,1973,Graduation,Couple,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,50,79,10,1,0,2,3,9,2,1,40-60
1021,2445,1974,PhD,Couple,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,49,63,6,1,0,2,3,10,4,1,40-60
1022,6059,1953,PhD,Couple,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,70,1314,25,3,1,2,5,10,4,2,60-80
1023,4550,1966,Master,Couple,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,57,71,6,1,0,2,3,9,3,1,40-60
1024,4240,1978,Graduation,Couple,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,45,58,7,1,0,2,3,11,2,1,40-60
1025,8911,1967,PhD,Couple,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,56,702,21,1,0,2,3,10,4,2,40-60
1026,3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,45,94,7,1,2,1,2,10,2,1,40-60
1027,3628,1987,Basic,Single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,36,80,7,1,0,1,2,10,1,1,20-40
1028,10175,1958,PhD,Single,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,65,22,5,1,0,1,2,10,4,1,60-80
1029,8985,1964,Master,Couple,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,59,1211,32,1,0,2,3,11,3,2,40-60
1030,5204,1971,Graduation,Couple,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,52,1461,22,0,2,2,2,10,2,0,40-60
1031,9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,52,1968,20,0,1,1,1,10,2,2,40-60
1032,9888,1969,Graduation,Couple,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,54,1091,16,0,0,2,2,9,2,2,40-60
1033,5263,1977,Master,Couple,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,46,55,5,1,0,2,3,10,3,1,40-60
1034,1020,1973,Graduation,Couple,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,50,1366,19,0,1,2,2,9,2,2,40-60
1035,9503,1980,Graduation,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,43,313,13,0,0,1,1,11,2,1,40-60
1036,10613,1958,PhD,Couple,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,65,62,11,2,0,2,4,9,4,1,60-80
1037,67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,51,92,9,2,0,1,3,10,3,1,40-60
1038,6019,1971,PhD,Couple,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,52,72,6,1,2,2,3,9,4,1,40-60
1039,5863,1953,Graduation,Couple,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,70,655,21,1,0,2,3,10,2,2,60-80
1040,3717,1959,Graduation,Couple,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,64,704,18,1,1,2,3,9,2,2,60-80
1041,6730,1954,Graduation,Couple,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,69,54,8,2,0,2,4,11,2,1,60-80
1042,10749,1991,Graduation,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,32,178,16,0,0,1,1,11,2,1,20-40
1043,4998,1962,Graduation,Couple,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,61,1033,14,0,1,2,2,9,2,2,60-80
1044,6287,1986,Graduation,Couple,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,37,36,5,1,1,2,3,10,2,1,20-40
1045,5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,58,122,10,1,0,1,2,11,3,1,40-60
1046,4754,1966,Master,Couple,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,57,122,7,1,0,2,3,10,3,1,40-60
1047,4002,1960,PhD,Couple,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,63,1123,27,1,0,2,3,10,4,2,60-80
1048,8870,1984,Graduation,Couple,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,39,497,18,1,1,2,3,11,2,1,20-40
1049,966,1966,Graduation,Couple,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,57,691,25,1,1,2,3,10,2,2,40-60
1050,4767,1965,Master,Couple,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,58,1363,20,0,1,2,2,9,3,2,40-60
1051,9725,1966,PhD,Couple,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,57,12,4,2,1,2,4,9,4,1,40-60
1052,4475,1949,PhD,Couple,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,74,2440,25,0,0,2,2,10,4,2,60-80
1053,5740,1970,Master,Single,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,53,56,7,2,1,1,3,10,3,1,40-60
1054,5731,1983,Master,Couple,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,40,37,5,1,0,2,3,10,3,1,20-40
1055,7290,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,38,968,21,0,0,1,1,11,2,2,20-40
1056,3846,1974,Graduation,Couple,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,49,270,15,1,0,2,3,11,2,1,40-60
1057,8104,1951,PhD,Couple,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,72,278,12,0,0,2,2,10,4,1,60-80
1058,4507,1952,Graduation,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,71,1250,22,0,0,1,1,11,2,2,60-80
1059,11013,1987,Graduation,Couple,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,36,938,17,0,0,2,2,10,2,2,20-40
1060,4491,1949,Master,Couple,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,74,1178,28,2,1,2,4,11,3,2,60-80
1061,3759,1958,Graduation,Couple,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,65,1155,26,2,1,2,4,10,2,2,60-80
1062,1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,36,653,20,0,1,1,1,10,4,2,20-40
1063,2055,1973,PhD,Single,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,50,49,6,2,1,1,3,9,4,1,40-60
1064,10766,1964,PhD,Couple,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,59,506,17,1,0,2,3,9,4,2,40-60
1065,4415,1961,Graduation,Couple,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,62,38,8,2,0,2,4,11,2,1,60-80
1066,3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,31,1650,23,0,3,1,1,9,2,0,20-40
1067,2223,1965,Master,Single,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,58,1826,33,1,0,1,2,11,3,2,40-60
1068,4817,1956,Graduation,Single,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,67,18,4,0,0,1,1,11,2,1,60-80
1069,2875,1978,Graduation,Couple,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,45,906,24,0,0,2,2,9,2,2,40-60
1070,10536,1971,PhD,Couple,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,52,46,8,1,0,2,3,9,4,1,40-60
1071,11112,1966,Graduation,Couple,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,57,1477,25,1,0,2,3,11,2,2,40-60
1072,3807,1955,Graduation,Couple,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,68,766,23,1,0,2,3,11,2,2,60-80
1073,9197,1953,Graduation,Couple,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,70,47,7,1,0,2,3,9,2,1,60-80
1074,10832,1958,Graduation,Couple,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,65,467,14,0,0,2,2,10,2,1,60-80
1075,6421,1961,Graduation,Couple,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,62,2116,21,0,1,2,2,10,2,0,60-80
1076,4207,1981,PhD,Couple,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,42,1298,25,0,2,2,2,10,4,0,40-60
1077,577,1976,Master,Couple,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,47,22,6,2,0,2,4,10,3,1,40-60
1078,10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,55,396,15,1,0,1,2,9,3,1,40-60
1079,3081,1978,PhD,Couple,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,45,20,4,1,0,2,3,10,4,1,40-60
1080,3535,1965,Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,58,967,13,0,0,1,1,9,2,2,40-60
1081,247,1971,Graduation,Couple,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,52,357,19,1,1,2,3,11,2,1,40-60
1082,8707,1956,Graduation,Couple,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,67,1401,16,0,1,2,2,11,2,2,60-80
1083,9523,1982,Graduation,Couple,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,41,15,4,1,0,2,3,10,2,1,40-60
1084,6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,53,2087,20,0,2,1,1,10,3,0,40-60
1085,6295,1977,Graduation,Couple,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,46,981,26,1,0,2,3,10,2,2,40-60
1086,10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,53,17,6,2,0,1,3,10,2,1,40-60
1087,1509,1958,PhD,Couple,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,65,523,22,0,5,2,2,10,4,0,60-80
1088,5577,1983,Graduation,Couple,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,40,23,4,1,0,2,3,9,2,1,20-40
1089,7348,1958,PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,65,1192,17,0,1,1,1,9,4,2,60-80
1090,1127,1973,PhD,Couple,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,50,1958,20,0,1,2,2,9,4,0,40-60
1091,1833,1974,PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,49,133,9,1,0,1,2,9,4,1,40-60
1092,4944,1959,Graduation,Couple,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,64,777,17,0,0,2,2,10,2,2,60-80
1093,9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,51,73,9,2,0,1,3,10,4,1,40-60
1094,6466,1965,PhD,Couple,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,58,121,10,2,0,2,4,9,4,1,40-60
1095,9964,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44,424,15,1,0,1,2,10,2,2,40-60
1096,4790,1958,Graduation,Single,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,65,868,13,1,0,1,2,9,2,2,60-80
1097,10245,1986,Master,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,37,756,15,0,0,1,1,11,3,2,20-40
1098,1109,1982,Master,Couple,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,41,12,4,1,0,2,3,10,3,1,40-60
1099,6001,1979,Graduation,Couple,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,44,937,25,1,0,2,3,10,2,2,40-60
1100,5538,1975,Graduation,Single,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,48,1862,17,0,4,1,1,10,2,0,40-60
1101,10552,1979,Master,Couple,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,44,367,14,1,0,2,3,10,3,1,40-60
1102,1545,1986,Graduation,Couple,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,37,443,20,1,0,2,3,10,2,1,20-40
1103,7409,1970,Graduation,Couple,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,53,267,13,1,0,2,3,10,2,1,40-60
1104,4444,1972,Graduation,Couple,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,51,61,6,1,0,2,3,9,2,1,40-60
1105,146,1960,PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,63,1323,21,0,1,1,1,10,4,2,60-80
1106,6271,1952,PhD,Couple,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,71,63,6,1,0,2,3,9,4,1,60-80
1107,10065,1970,Master,Couple,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,53,64,8,0,0,2,2,10,3,1,40-60
1108,4741,1974,Master,Couple,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,49,562,19,1,1,2,3,9,3,2,40-60
1109,246,1965,Graduation,Couple,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,58,312,19,2,0,2,4,9,2,1,40-60
1110,375,1954,Graduation,Single,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,69,1156,16,0,0,1,1,10,2,2,60-80
1111,1524,1983,Master,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,40,1104,16,0,2,1,1,10,3,0,20-40
1112,10022,1973,PhD,Single,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,50,16,4,2,0,1,3,9,4,1,40-60
1113,7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,63,2008,19,0,1,1,1,9,3,0,60-80
1114,11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,39,44,9,1,0,1,2,10,4,1,20-40
1115,4356,1971,Graduation,Couple,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,52,1574,14,1,2,2,3,10,2,0,40-60
1116,3885,1983,PhD,Couple,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,40,63,5,1,2,2,3,10,4,1,20-40
1117,1175,1983,Master,Couple,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,40,426,12,0,2,2,2,10,3,1,20-40
1118,880,1966,Basic,Couple,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,57,96,6,0,0,2,2,10,1,1,40-60
1119,2320,1978,Master,Couple,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,45,635,23,1,0,2,3,10,3,1,40-60
1120,850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,55,757,22,1,0,1,2,10,2,2,40-60
1121,4713,1979,PhD,Couple,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,44,125,9,1,0,2,3,11,4,1,40-60
1122,675,1973,Master,Single,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,50,332,16,2,0,1,3,10,3,1,40-60
1123,5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,44,135,8,1,0,1,2,10,2,1,40-60
1124,2308,1954,Graduation,Couple,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,69,330,14,1,0,2,3,11,2,1,60-80
1125,5995,1962,Graduation,Single,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,61,384,20,2,1,1,3,11,2,1,60-80
1126,6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,57,1722,18,2,0,1,3,11,2,2,40-60
1127,1010,1977,Graduation,Couple,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,46,78,7,3,0,2,5,9,2,1,40-60
1128,8977,1985,Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,38,24,4,0,0,1,1,10,1,1,20-40
1129,4756,1952,Master,Single,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,71,1168,25,0,1,1,1,10,3,2,60-80
1130,3412,1951,Master,Couple,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,72,957,17,1,1,2,3,10,3,2,60-80
1131,606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,56,15,4,2,0,1,3,10,2,1,40-60
1132,5961,1978,Graduation,Couple,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,45,57,5,1,0,2,3,9,2,1,40-60
1133,2975,1976,Graduation,Couple,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,47,1956,24,1,1,2,3,11,2,2,40-60
1134,2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,38,2013,21,0,4,1,1,10,2,0,20-40
1135,7613,1974,Master,Couple,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,49,326,14,1,0,2,3,9,3,1,40-60
1136,10542,1968,PhD,Couple,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,55,77,9,2,0,2,4,11,4,1,40-60
1137,8015,1962,PhD,Single,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,61,1313,20,0,1,1,1,10,4,2,60-80
1138,10617,1989,Master,Single,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,34,30,8,0,0,1,1,9,3,1,20-40
1139,11166,1961,Graduation,Couple,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,62,315,14,1,0,2,3,10,2,1,60-80
1140,849,1953,Master,Couple,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,70,660,22,1,0,2,3,10,3,2,60-80
1141,523,1989,Graduation,Couple,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,34,74,7,1,0,2,3,10,2,1,20-40
1142,4066,1978,Master,Single,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,45,46,7,1,0,1,2,9,3,1,40-60
1143,8414,1962,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,61,86,8,1,0,1,2,10,4,1,60-80
1144,819,1945,Graduation,Single,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,78,1103,25,0,0,1,1,10,2,2,60-80
1145,4961,1974,Master,Couple,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,49,61,11,1,0,2,3,9,3,1,40-60
1146,749,1981,Graduation,Couple,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,42,145,9,1,2,2,3,10,2,1,40-60
1147,5430,1956,Graduation,Couple,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,67,684,31,2,0,2,4,11,2,2,60-80
1148,7755,1954,PhD,Couple,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,69,411,16,1,0,2,3,10,4,1,60-80
1149,10525,1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,37,27,4,1,2,1,2,11,2,1,20-40
1150,1453,1943,PhD,Single,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,80,1060,27,0,0,1,1,10,4,2,60-80
1151,8310,1964,Graduation,Couple,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,59,1459,24,1,0,2,3,11,2,2,40-60
1152,10710,1979,Graduation,Couple,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,44,18,4,1,0,2,3,11,2,1,40-60
1153,5031,1974,Graduation,Couple,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,49,1833,26,0,2,2,2,11,2,0,40-60
1154,2613,1960,Master,Couple,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,63,237,12,1,0,2,3,9,3,1,60-80
1155,213,1963,PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,60,48,10,2,0,1,3,9,4,1,40-60
1156,967,1976,Graduation,Couple,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,47,515,26,2,1,2,4,10,2,1,40-60
1157,1077,1974,Graduation,Couple,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,49,1020,15,0,0,2,2,11,2,2,40-60
1158,7959,1961,Graduation,Couple,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,62,1370,11,0,0,2,2,9,2,2,60-80
1159,640,1951,Graduation,Couple,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,72,1026,25,1,0,2,3,10,2,2,60-80
1160,4252,1965,Graduation,Couple,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,58,301,12,1,0,2,3,9,2,1,40-60
1161,8432,1956,Graduation,Couple,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,67,684,31,2,0,2,4,11,2,2,60-80
1162,6218,1965,Graduation,Couple,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,58,499,17,1,1,2,3,11,2,1,40-60
1163,6905,1994,Graduation,Couple,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,29,1004,21,0,0,2,2,11,2,2,20-40
